"券商","買進","賣出","買賣超","佔成交比重","日期"
"第一金-高雄","0","8","8","1.66%","2017-12-12"
"群益金鼎-台北","0","73","73","15.11%","2017-12-13"
"富邦-彰化","2","26","24","4.97%","2017-12-13"
"富邦-世貿","0","20","20","4.14%","2017-12-13"
"中國信託","0","20","20","4.14%","2017-12-13"
"統一","0","12","12","2.48%","2017-12-13"
"永豐金-松山","0","11","11","2.28%","2017-12-13"
"新光","0","10","10","2.07%","2017-12-13"
"陽信-石牌","0","10","10","2.07%","2017-12-13"
"國泰-松江","0","10","10","2.07%","2017-12-13"
"凱基-汐止","0","10","10","2.07%","2017-12-13"
"台新","0","10","10","2.07%","2017-12-13"
"國泰-台南","0","10","10","2.07%","2017-12-13"
"日盛-板橋","0","8","8","1.66%","2017-12-13"
"新光-新竹","0","8","8","1.66%","2017-12-13"
"富邦-陽明","0","8","8","1.66%","2017-12-13"
"瑞士信貸","0","73","73","15.11%","2017-12-14"
"統一-板橋","2","26","24","4.97%","2017-12-14"
"日盛-大墩","0","20","20","4.14%","2017-12-14"
"新光","0","20","20","4.14%","2017-12-14"
"群益金鼎-台北","0","12","12","2.48%","2017-12-14"
"凱基-復興","0","11","11","2.28%","2017-12-14"
"元大-南屯","0","10","10","2.07%","2017-12-14"
"富邦-嘉義","0","10","10","2.07%","2017-12-14"
"美林","0","10","10","2.07%","2017-12-14"
"臺銀-民權","0","10","10","2.07%","2017-12-14"
"永豐金-萬盛","0","10","10","2.07%","2017-12-14"
"永豐金-桃園","0","10","10","2.07%","2017-12-14"
"新光-台南","0","8","8","1.66%","2017-12-14"
"群益金鼎-大安","0","8","8","1.66%","2017-12-14"
"永豐金-經紀部","0","8","8","1.66%","2017-12-14"
"凱基-信義","0","73","73","15.11%","2017-12-15"
"永豐金-信義","2","26","24","4.97%","2017-12-15"
"國泰-忠孝","0","20","20","4.14%","2017-12-15"
"富邦-建國","0","20","20","4.14%","2017-12-15"
"永豐金-南京","0","12","12","2.48%","2017-12-15"
"台新","0","11","11","2.28%","2017-12-15"
"統一-內湖","0","10","10","2.07%","2017-12-15"
"宏遠-台南","0","10","10","2.07%","2017-12-15"
"大鼎","0","10","10","2.07%","2017-12-15"
"富邦-陽明","0","10","10","2.07%","2017-12-15"
"新光-台中","0","10","10","2.07%","2017-12-15"
"兆豐-新竹","0","10","10","2.07%","2017-12-15"
"永豐金-府城","0","8","8","1.66%","2017-12-15"
"臺銀-新竹","0","8","8","1.66%","2017-12-15"
"元大-南屯","0","8","8","1.66%","2017-12-15"
"港商德意志","0","73","73","15.11%","2017-12-18"
"統一","2","26","24","4.97%","2017-12-18"
"富邦-經紀","0","20","20","4.14%","2017-12-18"
"日盛-大墩","0","20","20","4.14%","2017-12-18"
"日盛","0","12","12","2.48%","2017-12-18"
"群益金鼎-大安","0","11","11","2.28%","2017-12-18"
"元大-華山","0","10","10","2.07%","2017-12-18"
"日盛-鳳山","0","10","10","2.07%","2017-12-18"
"台新-台中","0","10","10","2.07%","2017-12-18"
"元大-竹北","0","10","10","2.07%","2017-12-18"
"富邦-大同","0","10","10","2.07%","2017-12-18"
"元富-林園","0","10","10","2.07%","2017-12-18"
"群益金鼎-延平","0","8","8","1.66%","2017-12-18"
"國泰-松江","0","8","8","1.66%","2017-12-18"
"元大-八德","0","8","8","1.66%","2017-12-18"
"華南永昌-中正","0","73","73","15.11%","2017-12-19"
"華南永昌","2","26","24","4.97%","2017-12-19"
"港商德意志","0","20","20","4.14%","2017-12-19"
"華南永昌-竹北","0","20","20","4.14%","2017-12-19"
"新光","0","12","12","2.48%","2017-12-19"
"永豐金-桃園","0","11","11","2.28%","2017-12-19"
"元大-竹北","0","10","10","2.07%","2017-12-19"
"日盛-復興","0","10","10","2.07%","2017-12-19"
"華南永昌-台中","0","10","10","2.07%","2017-12-19"
"國票-敦北法人","0","10","10","2.07%","2017-12-19"
"美商高盛","0","10","10","2.07%","2017-12-19"
"第一金-彰化","0","10","10","2.07%","2017-12-19"
"元大-台中中港","0","8","8","1.66%","2017-12-19"
"元大-經紀部","0","8","8","1.66%","2017-12-19"
"凱基-市府","0","8","8","1.66%","2017-12-19"
"瑞士信貸","0","73","73","15.11%","2017-12-20"
"群益金鼎-總公司","2","26","24","4.97%","2017-12-20"
"美林","0","20","20","4.14%","2017-12-20"
"富邦-台北","0","20","20","4.14%","2017-12-20"
"永豐金-桃園","0","12","12","2.48%","2017-12-20"
"花旗環球","0","11","11","2.28%","2017-12-20"
"港商德意志","0","10","10","2.07%","2017-12-20"
"台灣摩根士丹利","0","10","10","2.07%","2017-12-20"
"兆豐-忠孝","0","10","10","2.07%","2017-12-20"
"日盛","0","10","10","2.07%","2017-12-20"
"統一","0","10","10","2.07%","2017-12-20"
"宏遠","0","10","10","2.07%","2017-12-20"
"群益金鼎-三民","0","8","8","1.66%","2017-12-20"
"元大-竹北","0","8","8","1.66%","2017-12-20"
"台中銀-員林","0","8","8","1.66%","2017-12-20"
"港商野村","0","73","73","15.11%","2017-12-21"
"凱基-松山","2","26","24","4.97%","2017-12-21"
"富邦-嘉義","0","20","20","4.14%","2017-12-21"
"新加坡商瑞銀","0","20","20","4.14%","2017-12-21"
"富邦-仁愛","0","12","12","2.48%","2017-12-21"
"永豐金-博愛","0","11","11","2.28%","2017-12-21"
"元富-吉利","0","10","10","2.07%","2017-12-21"
"華南永昌-竹北","0","10","10","2.07%","2017-12-21"
"新光-台中","0","10","10","2.07%","2017-12-21"
"元大-大同","0","10","10","2.07%","2017-12-21"
"兆豐-景美","0","10","10","2.07%","2017-12-21"
"摩根大通","0","10","10","2.07%","2017-12-21"
"永豐金-台中","0","8","8","1.66%","2017-12-21"
"日盛-木柵","0","8","8","1.66%","2017-12-21"
"華南永昌-楠梓","0","8","8","1.66%","2017-12-21"
"富邦-仁愛","0","73","73","15.11%","2017-12-22"
"美林","2","26","24","4.97%","2017-12-22"
"元大-西門","0","20","20","4.14%","2017-12-22"
"元大-經紀部","0","20","20","4.14%","2017-12-22"
"群益金鼎-敦南","0","12","12","2.48%","2017-12-22"
"瑞士信貸","0","11","11","2.28%","2017-12-22"
"永豐金-中正","0","10","10","2.07%","2017-12-22"
"宏遠-台中","0","10","10","2.07%","2017-12-22"
"群益金鼎-總公司","0","10","10","2.07%","2017-12-22"
"群益金鼎-南三重","0","10","10","2.07%","2017-12-22"
"凱基-台北","0","10","10","2.07%","2017-12-22"
"群益金鼎-大安","0","10","10","2.07%","2017-12-22"
"統一-士林","0","8","8","1.66%","2017-12-22"
"元大-東港","0","8","8","1.66%","2017-12-22"
"統一-板橋","0","8","8","1.66%","2017-12-22"
"群益金鼎-大安","0","73","73","15.11%","2017-12-25"
"富邦-內湖","2","26","24","4.97%","2017-12-25"
"元大-西門","0","20","20","4.14%","2017-12-25"
"凱基-台北","0","20","20","4.14%","2017-12-25"
"國票-新莊","0","12","12","2.48%","2017-12-25"
"元大-經紀部","0","11","11","2.28%","2017-12-25"
"富邦-高雄","0","10","10","2.07%","2017-12-25"
"兆豐-北高雄","0","10","10","2.07%","2017-12-25"
"第一金","0","10","10","2.07%","2017-12-25"
"統一-內湖","0","10","10","2.07%","2017-12-25"
"元大-台北","0","10","10","2.07%","2017-12-25"
"統一-仁愛","0","10","10","2.07%","2017-12-25"
"群益金鼎-台中","0","8","8","1.66%","2017-12-25"
"群益金鼎-內湖","0","8","8","1.66%","2017-12-25"
"華南永昌-南京","0","8","8","1.66%","2017-12-25"
"群益金鼎-大安","0","73","73","15.11%","2017-12-26"
"永豐金-桃園","2","26","24","4.97%","2017-12-26"
"華南永昌-楠梓","0","20","20","4.14%","2017-12-26"
"富邦-世貿","0","20","20","4.14%","2017-12-26"
"美商高盛","0","12","12","2.48%","2017-12-26"
"中國信託","0","11","11","2.28%","2017-12-26"
"凱基-台南","0","10","10","2.07%","2017-12-26"
"華南永昌-中正","0","10","10","2.07%","2017-12-26"
"元大-八德","0","10","10","2.07%","2017-12-26"
"永豐金-天母","0","10","10","2.07%","2017-12-26"
"統一-基隆","0","10","10","2.07%","2017-12-26"
"富邦-延吉","0","10","10","2.07%","2017-12-26"
"永豐金-中正","0","8","8","1.66%","2017-12-26"
"元富-緯城","0","8","8","1.66%","2017-12-26"
"群益金鼎-嘉義","0","8","8","1.66%","2017-12-26"
"統一","0","73","73","15.11%","2017-12-27"
"瑞士信貸","2","26","24","4.97%","2017-12-27"
"新光-台中","0","20","20","4.14%","2017-12-27"
"兆豐-中壢","0","20","20","4.14%","2017-12-27"
"國泰","0","12","12","2.48%","2017-12-27"
"統一-板橋","0","11","11","2.28%","2017-12-27"
"新光-高雄","0","10","10","2.07%","2017-12-27"
"國泰-館前","0","10","10","2.07%","2017-12-27"
"富邦-敦南","0","10","10","2.07%","2017-12-27"
"台新","0","10","10","2.07%","2017-12-27"
"元富-新莊","0","10","10","2.07%","2017-12-27"
"中國信託-三重","0","10","10","2.07%","2017-12-27"
"第一金-彰化","0","8","8","1.66%","2017-12-27"
"凱基-台北","0","8","8","1.66%","2017-12-27"
"兆豐-北高雄","0","8","8","1.66%","2017-12-27"
"凱基-信義","0","73","73","15.11%","2017-12-28"
"瑞士信貸","2","26","24","4.97%","2017-12-28"
"統一","0","20","20","4.14%","2017-12-28"
"永豐金-信義","0","20","20","4.14%","2017-12-28"
"凱基-台北","0","12","12","2.48%","2017-12-28"
"元富-延平","0","11","11","2.28%","2017-12-28"
"聯邦-嘉義","0","10","10","2.07%","2017-12-28"
"國泰","0","10","10","2.07%","2017-12-28"
"新光-高雄","0","10","10","2.07%","2017-12-28"
"新光-台中","0","10","10","2.07%","2017-12-28"
"永豐金-經紀部","0","10","10","2.07%","2017-12-28"
"大昌-安康","0","10","10","2.07%","2017-12-28"
"凱基-員林","0","8","8","1.66%","2017-12-28"
"台灣摩根士丹利","0","8","8","1.66%","2017-12-28"
"元大-樹板","0","8","8","1.66%","2017-12-28"
"永豐金-信義","0","73","73","15.11%","2017-12-29"
"兆豐-中壢","2","26","24","4.97%","2017-12-29"
"凱基-信義","0","20","20","4.14%","2017-12-29"
"兆豐-南京","0","20","20","4.14%","2017-12-29"
"美林","0","12","12","2.48%","2017-12-29"
"日盛-木柵","0","11","11","2.28%","2017-12-29"
"大鼎","0","10","10","2.07%","2017-12-29"
"凱基-虎尾","0","10","10","2.07%","2017-12-29"
"富邦-台北","0","10","10","2.07%","2017-12-29"
"第一金-經紀部","0","10","10","2.07%","2017-12-29"
"富邦-高雄","0","10","10","2.07%","2017-12-29"
"凱基-中山","0","10","10","2.07%","2017-12-29"
"富邦-虎尾","0","8","8","1.66%","2017-12-29"
"元大-北投","0","8","8","1.66%","2017-12-29"
"元大-虎尾","0","8","8","1.66%","2017-12-29"
"凱基-文心","0","73","73","15.11%","2018-1-2"
"新光","2","26","24","4.97%","2018-1-2"
"凱基-南崁","0","20","20","4.14%","2018-1-2"
"華南永昌-竹北","0","20","20","4.14%","2018-1-2"
"日盛-竹北","0","12","12","2.48%","2018-1-2"
"富邦-高雄","0","11","11","2.28%","2018-1-2"
"玉山-仁愛","0","10","10","2.07%","2018-1-2"
"福邦","0","10","10","2.07%","2018-1-2"
"元大-西門","0","10","10","2.07%","2018-1-2"
"第一金-彰化","0","10","10","2.07%","2018-1-2"
"富邦-台北","0","10","10","2.07%","2018-1-2"
"永豐金-信義","0","10","10","2.07%","2018-1-2"
"第一金-經紀部","0","8","8","1.66%","2018-1-2"
"兆豐-中壢","0","8","8","1.66%","2018-1-2"
"永豐金-台中","0","8","8","1.66%","2018-1-2"
"富邦-經紀","0","73","73","15.11%","2018-1-3"
"永豐金-萬盛","2","26","24","4.97%","2018-1-3"
"凱基-文心","0","20","20","4.14%","2018-1-3"
"元大-土城永寧","0","20","20","4.14%","2018-1-3"
"大鼎","0","12","12","2.48%","2018-1-3"
"兆豐-中壢","0","11","11","2.28%","2018-1-3"
"美林","0","10","10","2.07%","2018-1-3"
"港商野村","0","10","10","2.07%","2018-1-3"
"凱基-內湖","0","10","10","2.07%","2018-1-3"
"美商高盛","0","10","10","2.07%","2018-1-3"
"統一","0","10","10","2.07%","2018-1-3"
"富邦-虎尾","0","10","10","2.07%","2018-1-3"
"第一金-高雄","0","8","8","1.66%","2018-1-3"
"兆豐-虎尾","0","8","8","1.66%","2018-1-3"
"玉山-高雄","0","8","8","1.66%","2018-1-3"
"凱基-文心","0","73","73","15.11%","2018-1-4"
"永豐金-南京","2","26","24","4.97%","2018-1-4"
"群益金鼎-大安","0","20","20","4.14%","2018-1-4"
"國泰-忠孝","0","20","20","4.14%","2018-1-4"
"港商德意志","0","12","12","2.48%","2018-1-4"
"國泰","0","11","11","2.28%","2018-1-4"
"元大-金門","0","10","10","2.07%","2018-1-4"
"富邦-世貿","0","10","10","2.07%","2018-1-4"
"統一-仁愛","0","10","10","2.07%","2018-1-4"
"統一-城中","0","10","10","2.07%","2018-1-4"
"元大-南屯","0","10","10","2.07%","2018-1-4"
"凱基-總公司","0","10","10","2.07%","2018-1-4"
"凱基-台北","0","8","8","1.66%","2018-1-4"
"元大-台中中港","0","8","8","1.66%","2018-1-4"
"元富-佳里","0","8","8","1.66%","2018-1-4"
"凱基-文心","0","73","73","15.11%","2018-1-5"
"美林","2","26","24","4.97%","2018-1-5"
"元大-大同","0","20","20","4.14%","2018-1-5"
"群益金鼎-南三重","0","20","20","4.14%","2018-1-5"
"中國信託-三重","0","12","12","2.48%","2018-1-5"
"富邦-花蓮","0","11","11","2.28%","2018-1-5"
"鑫豐","0","10","10","2.07%","2018-1-5"
"兆豐-埔墘","0","10","10","2.07%","2018-1-5"
"富邦-嘉義","0","10","10","2.07%","2018-1-5"
"富邦-敦南","0","10","10","2.07%","2018-1-5"
"第一金-新興","0","10","10","2.07%","2018-1-5"
"群益金鼎-總公司","0","10","10","2.07%","2018-1-5"
"高橋","0","8","8","1.66%","2018-1-5"
"永豐金-三重","0","8","8","1.66%","2018-1-5"
"大和國泰","0","8","8","1.66%","2018-1-5"
"富邦-經紀","0","73","73","15.11%","2018-1-8"
"富邦-嘉義","2","26","24","4.97%","2018-1-8"
"兆豐","0","20","20","4.14%","2018-1-8"
"統一-內湖","0","20","20","4.14%","2018-1-8"
"元大-西門","0","12","12","2.48%","2018-1-8"
"富邦","0","11","11","2.28%","2018-1-8"
"新光-台中","0","10","10","2.07%","2018-1-8"
"國票-北投","0","10","10","2.07%","2018-1-8"
"元大-板橋三民","0","10","10","2.07%","2018-1-8"
"兆豐-大同","0","10","10","2.07%","2018-1-8"
"富邦-虎尾","0","10","10","2.07%","2018-1-8"
"富邦-敦南","0","10","10","2.07%","2018-1-8"
"臺銀-鳳山","0","8","8","1.66%","2018-1-8"
"兆豐-忠孝","0","8","8","1.66%","2018-1-8"
"合庫-自強","0","8","8","1.66%","2018-1-8"
"華南永昌-中正","0","73","73","15.11%","2018-1-9"
"元大","2","26","24","4.97%","2018-1-9"
"永豐金-中正","0","20","20","4.14%","2018-1-9"
"永豐金-天母","0","20","20","4.14%","2018-1-9"
"統一","0","12","12","2.48%","2018-1-9"
"兆豐-北高雄","0","11","11","2.28%","2018-1-9"
"元大-大安","0","10","10","2.07%","2018-1-9"
"富邦-世貿","0","10","10","2.07%","2018-1-9"
"永豐金-新莊","0","10","10","2.07%","2018-1-9"
"美商高盛","0","10","10","2.07%","2018-1-9"
"法銀巴黎","0","10","10","2.07%","2018-1-9"
"統一-南京","0","10","10","2.07%","2018-1-9"
"第一金-經紀部","0","8","8","1.66%","2018-1-9"
"富邦-新竹華信","0","8","8","1.66%","2018-1-9"
"元大-蘆洲","0","8","8","1.66%","2018-1-9"
"台灣摩根士丹利","0","73","73","15.11%","2018-1-10"
"日盛-大墩","2","26","24","4.97%","2018-1-10"
"凱基-復興","0","20","20","4.14%","2018-1-10"
"群益金鼎-大安","0","20","20","4.14%","2018-1-10"
"永豐金-信義","0","12","12","2.48%","2018-1-10"
"元大-南屯","0","11","11","2.28%","2018-1-10"
"新光","0","10","10","2.07%","2018-1-10"
"台新","0","10","10","2.07%","2018-1-10"
"國泰","0","10","10","2.07%","2018-1-10"
"統一-板橋","0","10","10","2.07%","2018-1-10"
"美林","0","10","10","2.07%","2018-1-10"
"元大-虎尾","0","10","10","2.07%","2018-1-10"
"富邦-世貿","0","8","8","1.66%","2018-1-10"
"富邦-嘉義","0","8","8","1.66%","2018-1-10"
"日盛-復興","0","8","8","1.66%","2018-1-10"
"台灣摩根士丹利","0","73","73","15.11%","2018-1-11"
"永豐金-中正","2","26","24","4.97%","2018-1-11"
"康和","0","20","20","4.14%","2018-1-11"
"凱基-七賢","0","20","20","4.14%","2018-1-11"
"元大-八德","0","12","12","2.48%","2018-1-11"
"群益金鼎-西松","0","11","11","2.28%","2018-1-11"
"富邦-延吉","0","10","10","2.07%","2018-1-11"
"群益金鼎-嘉義","0","10","10","2.07%","2018-1-11"
"日盛","0","10","10","2.07%","2018-1-11"
"國泰-松江","0","10","10","2.07%","2018-1-11"
"台中銀","0","10","10","2.07%","2018-1-11"
"金港","0","10","10","2.07%","2018-1-11"
"群益金鼎-延平","0","8","8","1.66%","2018-1-11"
"富邦-大同","0","8","8","1.66%","2018-1-11"
"臺銀-鳳山","0","8","8","1.66%","2018-1-11"
"國票-北投","0","73","73","15.11%","2018-1-12"
"元大-板橋三民","2","26","24","4.97%","2018-1-12"
"美林","0","20","20","4.14%","2018-1-12"
"永豐金-台中","0","20","20","4.14%","2018-1-12"
"港商德意志","0","12","12","2.48%","2018-1-12"
"富邦-經紀","0","11","11","2.28%","2018-1-12"
"元大-新壢","0","10","10","2.07%","2018-1-12"
"第一金-台中","0","10","10","2.07%","2018-1-12"
"元大-台中中港","0","10","10","2.07%","2018-1-12"
"永豐金-埔里","0","10","10","2.07%","2018-1-12"
"統一-古亭","0","10","10","2.07%","2018-1-12"
"永豐金-中正","0","10","10","2.07%","2018-1-12"
"凱基-科園","0","8","8","1.66%","2018-1-12"
"富邦-北港","0","8","8","1.66%","2018-1-12"
"臺銀-鳳山","0","8","8","1.66%","2018-1-12"
"富邦","0","73","73","15.11%","2018-1-15"
"港商德意志","2","26","24","4.97%","2018-1-15"
"美林","0","20","20","4.14%","2018-1-15"
"富邦-經紀","0","20","20","4.14%","2018-1-15"
"凱基-七賢","0","12","12","2.48%","2018-1-15"
"第一金","0","11","11","2.28%","2018-1-15"
"統一-仁愛","0","10","10","2.07%","2018-1-15"
"台中銀-豐原","0","10","10","2.07%","2018-1-15"
"元大-大雅","0","10","10","2.07%","2018-1-15"
"新光","0","10","10","2.07%","2018-1-15"
"華南永昌-竹北","0","10","10","2.07%","2018-1-15"
"華南永昌-中正","0","10","10","2.07%","2018-1-15"
"元大-台北","0","8","8","1.66%","2018-1-15"
"統一-台中","0","8","8","1.66%","2018-1-15"
"臺銀-金山","0","8","8","1.66%","2018-1-15"
"永豐金-中正","0","73","73","15.11%","2018-1-16"
"凱基-虎尾","2","26","24","4.97%","2018-1-16"
"國泰","0","20","20","4.14%","2018-1-16"
"富邦-大同","0","20","20","4.14%","2018-1-16"
"港商德意志","0","12","12","2.48%","2018-1-16"
"凱基-七賢","0","11","11","2.28%","2018-1-16"
"國票-博愛","0","10","10","2.07%","2018-1-16"
"統一","0","10","10","2.07%","2018-1-16"
"元大-花蓮","0","10","10","2.07%","2018-1-16"
"群益金鼎-大安","0","10","10","2.07%","2018-1-16"
"富邦-高雄","0","10","10","2.07%","2018-1-16"
"元富-緯城","0","10","10","2.07%","2018-1-16"
"富邦-世貿","0","8","8","1.66%","2018-1-16"
"第一金-經紀部","0","8","8","1.66%","2018-1-16"
"群益金鼎-新莊","0","8","8","1.66%","2018-1-16"
"瑞士信貸","0","73","73","15.11%","2018-1-17"
"凱基-台北","2","26","24","4.97%","2018-1-17"
"永豐金-南京","0","20","20","4.14%","2018-1-17"
"港商德意志","0","20","20","4.14%","2018-1-17"
"富邦-高雄","0","12","12","2.48%","2018-1-17"
"元大-經紀部","0","11","11","2.28%","2018-1-17"
"凱基-總公司","0","10","10","2.07%","2018-1-17"
"台中銀-豐原","0","10","10","2.07%","2018-1-17"
"富邦-台北","0","10","10","2.07%","2018-1-17"
"富邦-天母","0","10","10","2.07%","2018-1-17"
"新光","0","10","10","2.07%","2018-1-17"
"富邦-竹東","0","10","10","2.07%","2018-1-17"
"美商高盛","0","8","8","1.66%","2018-1-17"
"永豐金-中正","0","8","8","1.66%","2018-1-17"
"永豐金-天母","0","8","8","1.66%","2018-1-17"
"凱基-台北","0","73","73","15.11%","2018-1-18"
"港商野村","2","26","24","4.97%","2018-1-18"
"國票-北投","0","20","20","4.14%","2018-1-18"
"富邦-北投","0","20","20","4.14%","2018-1-18"
