"券商","買進","賣出","買賣超","佔成交比重","日期"
"兆豐-虎尾","0","8","8","1.66%","2017-11-24"
"元大-發財","8","1","7","1.45%","2017-11-24"
"元大-新竹","0","8","8","1.66%","2017-11-24"
"台灣摩根士丹利","48","7","41","8.49%","2017-11-27"
"元大","0","73","73","15.11%","2017-11-27"
"港商德意志","29","0","29","6%","2017-11-27"
"港商野村","2","26","24","4.97%","2017-11-27"
"華南永昌-中正","27","0","27","5.59%","2017-11-27"
"永豐金-信義","0","20","20","4.14%","2017-11-27"
"永豐金-嘉義","23","0","23","4.76%","2017-11-27"
"富邦-嘉義","0","20","20","4.14%","2017-11-27"
"新光","15","0","15","3.11%","2017-11-27"
"元大-館前","0","12","12","2.48%","2017-11-27"
"永豐金-萬盛","13","0","13","2.69%","2017-11-27"
"統一-內湖","0","11","11","2.28%","2017-11-27"
"華南永昌-內壢","16","5","11","2.28%","2017-11-27"
"兆豐-內湖","0","10","10","2.07%","2017-11-27"
"凱基-內湖","10","0","10","2.07%","2017-11-27"
"日盛-新莊","0","10","10","2.07%","2017-11-27"
"大展","10","0","10","2.07%","2017-11-27"
"富邦-台北","0","10","10","2.07%","2017-11-27"
"凱基-復興","10","0","10","2.07%","2017-11-27"
"永豐金-南京","0","10","10","2.07%","2017-11-27"
"亞東","10","0","10","2.07%","2017-11-27"
"福勝","0","10","10","2.07%","2017-11-27"
"新光-新竹","9","0","9","1.86%","2017-11-27"
"元富-四維","0","10","10","2.07%","2017-11-27"
"凱基-土城","10","1","9","1.86%","2017-11-27"
"國票-安和","0","8","8","1.66%","2017-11-27"
"元大-新竹","8","0","8","1.66%","2017-11-27"
"凱基-和平","0","8","8","1.66%","2017-11-27"
"群益金鼎-天母","8","1","7","1.45%","2017-11-27"
"凱基-大里","0","8","8","1.66%","2017-11-27"
"台灣摩根士丹利","48","7","41","8.49%","2017-11-28"
"富邦-台北","0","73","73","15.11%","2017-11-28"
"大鼎","29","0","29","6%","2017-11-28"
"富邦-經紀","2","26","24","4.97%","2017-11-28"
"日盛-復興","27","0","27","5.59%","2017-11-28"
"(牛牛牛)亞-網路","0","20","20","4.14%","2017-11-28"
"凱基-竹東","23","0","23","4.76%","2017-11-28"
"華南永昌-大安","0","20","20","4.14%","2017-11-28"
"華南永昌-南京","15","0","15","3.11%","2017-11-28"
"永豐金-信義","0","12","12","2.48%","2017-11-28"
"華南永昌-忠孝","13","0","13","2.69%","2017-11-28"
"元大","0","11","11","2.28%","2017-11-28"
"永豐金-光復","16","5","11","2.28%","2017-11-28"
"華南永昌-內壢","0","10","10","2.07%","2017-11-28"
"康和-澎湖","10","0","10","2.07%","2017-11-28"
"統一-內湖","0","10","10","2.07%","2017-11-28"
"元大-六合","10","0","10","2.07%","2017-11-28"
"永豐金-嘉義","0","10","10","2.07%","2017-11-28"
"康和-仁愛","10","0","10","2.07%","2017-11-28"
"合庫-嘉義","0","10","10","2.07%","2017-11-28"
"富邦-陽明","10","0","10","2.07%","2017-11-28"
"兆豐-內湖","0","10","10","2.07%","2017-11-28"
"凱基-復興","9","0","9","1.86%","2017-11-28"
"新光","0","10","10","2.07%","2017-11-28"
"兆豐-東門","10","1","9","1.86%","2017-11-28"
"德信-台北(停)","0","8","8","1.66%","2017-11-28"
"元富-安南","8","0","8","1.66%","2017-11-28"
"永豐金-天母","0","8","8","1.66%","2017-11-28"
"富邦-延吉","8","1","7","1.45%","2017-11-28"
"兆豐-中壢","0","8","8","1.66%","2017-11-28"
"瑞士信貸","48","7","41","8.49%","2017-11-29"
"群益金鼎-瑞豐","0","73","73","15.11%","2017-11-29"
"港商德意志","29","0","29","6%","2017-11-29"
"元大-八德","2","26","24","4.97%","2017-11-29"
"台新","27","0","27","5.59%","2017-11-29"
"港商野村","0","20","20","4.14%","2017-11-29"
"富邦-經紀","23","0","23","4.76%","2017-11-29"
"統一-高雄","0","20","20","4.14%","2017-11-29"
"永豐金-經紀部","15","0","15","3.11%","2017-11-29"
"華南永昌-大安","0","12","12","2.48%","2017-11-29"
"元大-竹北","13","0","13","2.69%","2017-11-29"
"華南永昌-忠孝","0","11","11","2.28%","2017-11-29"
"永豐金-光復","16","5","11","2.28%","2017-11-29"
"新加坡商瑞銀","0","10","10","2.07%","2017-11-29"
"華南永昌","10","0","10","2.07%","2017-11-29"
"凱基-城中","0","10","10","2.07%","2017-11-29"
"凱基-復興","10","0","10","2.07%","2017-11-29"
"台中銀-員林","0","10","10","2.07%","2017-11-29"
"永豐金-天母","10","0","10","2.07%","2017-11-29"
"富邦-中壢","0","10","10","2.07%","2017-11-29"
"玉山-雙和","10","0","10","2.07%","2017-11-29"
"富邦-敦南","0","10","10","2.07%","2017-11-29"
"元大-北三重","9","0","9","1.86%","2017-11-29"
"凱基-中壢","0","10","10","2.07%","2017-11-29"
"新光","10","1","9","1.86%","2017-11-29"
"宏遠","0","8","8","1.66%","2017-11-29"
"凱基-台北","8","0","8","1.66%","2017-11-29"
"日盛-內湖","0","8","8","1.66%","2017-11-29"
"兆豐-南門","8","1","7","1.45%","2017-11-29"
"大展","0","8","8","1.66%","2017-11-29"
"永豐金-高雄","48","7","41","8.49%","2017-11-30"
"群益金鼎-大安","0","73","73","15.11%","2017-11-30"
"凱基-復興","29","0","29","6%","2017-11-30"
"元大-大雅","2","26","24","4.97%","2017-11-30"
"華南永昌-中正","27","0","27","5.59%","2017-11-30"
"(牛牛牛)亞-網路","0","20","20","4.14%","2017-11-30"
"永豐金-經紀部","23","0","23","4.76%","2017-11-30"
"凱基-和平","0","20","20","4.14%","2017-11-30"
"凱基-中壢","15","0","15","3.11%","2017-11-30"
"群益金鼎-南三重","0","12","12","2.48%","2017-11-30"
"臺灣企銀-台北","13","0","13","2.69%","2017-11-30"
"元大-八德","0","11","11","2.28%","2017-11-30"
"永豐金-桃園","16","5","11","2.28%","2017-11-30"
"台灣摩根士丹利","0","10","10","2.07%","2017-11-30"
"華南永昌-忠孝","10","0","10","2.07%","2017-11-30"
"群益金鼎-中港","0","10","10","2.07%","2017-11-30"
"大鼎","10","0","10","2.07%","2017-11-30"
"康和-永和","0","10","10","2.07%","2017-11-30"
"德信","10","0","10","2.07%","2017-11-30"
"華南永昌-大安","0","10","10","2.07%","2017-11-30"
"玉山-新莊","10","0","10","2.07%","2017-11-30"
"元大-南京","0","10","10","2.07%","2017-11-30"
"群益金鼎-台南","9","0","9","1.86%","2017-11-30"
"新光","0","10","10","2.07%","2017-11-30"
"國泰-松江","10","1","9","1.86%","2017-11-30"
"群益金鼎-古亭","0","8","8","1.66%","2017-11-30"
"兆豐-松德","8","0","8","1.66%","2017-11-30"
"元大-六合","0","8","8","1.66%","2017-11-30"
"永豐金-豐原","8","1","7","1.45%","2017-11-30"
"中農","0","8","8","1.66%","2017-11-30"
"永豐金-高雄","48","7","41","8.49%","2017-12-1"
"港商德意志","0","73","73","15.11%","2017-12-1"
"元大-嘉義","29","0","29","6%","2017-12-1"
"元大-雙和","2","26","24","4.97%","2017-12-1"
"凱基-市政","27","0","27","5.59%","2017-12-1"
"美商高盛","0","20","20","4.14%","2017-12-1"
"大鼎","23","0","23","4.76%","2017-12-1"
"群益金鼎-經國","0","20","20","4.14%","2017-12-1"
"元大-八德","15","0","15","3.11%","2017-12-1"
"元大-土城永寧","0","12","12","2.48%","2017-12-1"
"永豐金-經紀部","13","0","13","2.69%","2017-12-1"
"凱基-和平","0","11","11","2.28%","2017-12-1"
"元大-大雅","16","5","11","2.28%","2017-12-1"
"群益金鼎-嘉義","0","10","10","2.07%","2017-12-1"
"永豐金-嘉義","10","0","10","2.07%","2017-12-1"
"瑞士信貸","0","10","10","2.07%","2017-12-1"
"永豐金-板新","10","0","10","2.07%","2017-12-1"
"凱基-中港","0","10","10","2.07%","2017-12-1"
"元大-經紀部","10","0","10","2.07%","2017-12-1"
"台灣摩根士丹利","0","10","10","2.07%","2017-12-1"
"兆豐-南京","10","0","10","2.07%","2017-12-1"
"中國信託","0","10","10","2.07%","2017-12-1"
"凱基-復興","9","0","9","1.86%","2017-12-1"
"富邦-延吉","0","10","10","2.07%","2017-12-1"
"港商野村","10","1","9","1.86%","2017-12-1"
"兆豐-中壢","0","8","8","1.66%","2017-12-1"
"群益金鼎-大興","8","0","8","1.66%","2017-12-1"
"群益金鼎-台南","0","8","8","1.66%","2017-12-1"
"日盛-竹北","8","1","7","1.45%","2017-12-1"
"大慶-中壢","0","8","8","1.66%","2017-12-1"
"大鼎","48","7","41","8.49%","2017-12-4"
"元大-嘉義","0","73","73","15.11%","2017-12-4"
"永豐金-萬盛","29","0","29","6%","2017-12-4"
"群益金鼎-南三重","2","26","24","4.97%","2017-12-4"
"元大-大雅","27","0","27","5.59%","2017-12-4"
"凱基-市政","0","20","20","4.14%","2017-12-4"
"統一","23","0","23","4.76%","2017-12-4"
"永豐金-板新","0","20","20","4.14%","2017-12-4"
"華南永昌","15","0","15","3.11%","2017-12-4"
"凱基-中壢","0","12","12","2.48%","2017-12-4"
"國票-安和","13","0","13","2.69%","2017-12-4"
"元大-八德","0","11","11","2.28%","2017-12-4"
"富邦-仁愛","16","5","11","2.28%","2017-12-4"
"臺銀-新竹","0","10","10","2.07%","2017-12-4"
"永豐金-經紀部","10","0","10","2.07%","2017-12-4"
"台灣摩根士丹利","0","10","10","2.07%","2017-12-4"
"中農","10","0","10","2.07%","2017-12-4"
"群益金鼎-嘉義","0","10","10","2.07%","2017-12-4"
"新光-台南","10","0","10","2.07%","2017-12-4"
"國泰-忠孝","0","10","10","2.07%","2017-12-4"
"中國信託-三重","10","0","10","2.07%","2017-12-4"
"元大-博愛","0","10","10","2.07%","2017-12-4"
"中國信託","9","0","9","1.86%","2017-12-4"
"永豐金-桃園","0","10","10","2.07%","2017-12-4"
"群益金鼎-內湖","10","1","9","1.86%","2017-12-4"
"凱基-汐止","0","8","8","1.66%","2017-12-4"
"元大-士林","8","0","8","1.66%","2017-12-4"
"華南永昌-大安","0","8","8","1.66%","2017-12-4"
"富邦-台北","8","1","7","1.45%","2017-12-4"
"凱基-土城","0","8","8","1.66%","2017-12-4"
"永豐金-高雄","48","7","41","8.49%","2017-12-5"
"永豐金-信義","0","73","73","15.11%","2017-12-5"
"永豐金-萬盛","29","0","29","6%","2017-12-5"
"(牛牛牛)亞-網路","2","26","24","4.97%","2017-12-5"
"美林","27","0","27","5.59%","2017-12-5"
"大展","0","20","20","4.14%","2017-12-5"
"元大-嘉義","23","0","23","4.76%","2017-12-5"
"凱基-和平","0","20","20","4.14%","2017-12-5"
"群益金鼎-大安","15","0","15","3.11%","2017-12-5"
"港商德意志","0","12","12","2.48%","2017-12-5"
"凱基-復興","13","0","13","2.69%","2017-12-5"
"統一","0","11","11","2.28%","2017-12-5"
"群益金鼎-內湖","16","5","11","2.28%","2017-12-5"
"元大-敦化","0","10","10","2.07%","2017-12-5"
"元大-大雅","10","0","10","2.07%","2017-12-5"
"富邦-嘉義","0","10","10","2.07%","2017-12-5"
"元大-大松山","10","0","10","2.07%","2017-12-5"
"凱基-信義","0","10","10","2.07%","2017-12-5"
"富邦-台北","10","0","10","2.07%","2017-12-5"
"新光-台南","0","10","10","2.07%","2017-12-5"
"國泰-忠孝","10","0","10","2.07%","2017-12-5"
"永豐金-嘉義","0","10","10","2.07%","2017-12-5"
"美商高盛","9","0","9","1.86%","2017-12-5"
"台灣摩根士丹利","0","10","10","2.07%","2017-12-5"
"國票-安和","10","1","9","1.86%","2017-12-5"
"新加坡商瑞銀","0","8","8","1.66%","2017-12-5"
"富邦-仁愛","8","0","8","1.66%","2017-12-5"
"統一-敦南","0","8","8","1.66%","2017-12-5"
"玉山","8","1","7","1.45%","2017-12-5"
"華南永昌","0","8","8","1.66%","2017-12-5"
"港商德意志","48","7","41","8.49%","2017-12-6"
"永豐金-高雄","0","73","73","15.11%","2017-12-6"
"群益金鼎-大安","29","0","29","6%","2017-12-6"
"富邦-世貿","2","26","24","4.97%","2017-12-6"
"國票-安和","27","0","27","5.59%","2017-12-6"
"永豐金-萬盛","0","20","20","4.14%","2017-12-6"
"瑞士信貸","23","0","23","4.76%","2017-12-6"
"華南永昌-竹北","0","20","20","4.14%","2017-12-6"
"群益金鼎-經國","15","0","15","3.11%","2017-12-6"
"第一金-高雄","0","12","12","2.48%","2017-12-6"
"統一-板橋","13","0","13","2.69%","2017-12-6"
"大鼎","0","11","11","2.28%","2017-12-6"
"富邦-嘉義","16","5","11","2.28%","2017-12-6"
"(牛牛牛)亞-網路","0","10","10","2.07%","2017-12-6"
"華南永昌-台中","10","0","10","2.07%","2017-12-6"
"日盛-復興","0","10","10","2.07%","2017-12-6"
"富邦-高雄","10","0","10","2.07%","2017-12-6"
"日盛-板橋","0","10","10","2.07%","2017-12-6"
"永豐金-光復","10","0","10","2.07%","2017-12-6"
"永豐金-經紀部","0","10","10","2.07%","2017-12-6"
"中國信託-忠孝","10","0","10","2.07%","2017-12-6"
"德信","0","10","10","2.07%","2017-12-6"
"日盛-大墩","9","0","9","1.86%","2017-12-6"
"元大-福營","0","10","10","2.07%","2017-12-6"
"統一","10","1","9","1.86%","2017-12-6"
"永豐金-天母","0","8","8","1.66%","2017-12-6"
"新光","8","0","8","1.66%","2017-12-6"
"國泰-忠孝","0","8","8","1.66%","2017-12-6"
"新光-台中","8","1","7","1.45%","2017-12-6"
"宏遠","0","8","8","1.66%","2017-12-6"
"瑞士信貸","48","7","41","8.49%","2017-12-7"
"富邦-世貿","0","73","73","15.11%","2017-12-7"
"永豐金-信義","29","0","29","6%","2017-12-7"
"台新","2","26","24","4.97%","2017-12-7"
"凱基-總公司","27","0","27","5.59%","2017-12-7"
"大展","0","20","20","4.14%","2017-12-7"
"富邦-台南","23","0","23","4.76%","2017-12-7"
"玉山-高雄","0","20","20","4.14%","2017-12-7"
"宏遠","15","0","15","3.11%","2017-12-7"
"凱基-復興","0","12","12","2.48%","2017-12-7"
"華南永昌-竹北","13","0","13","2.69%","2017-12-7"
"永豐金-中和","0","11","11","2.28%","2017-12-7"
"港商德意志","16","5","11","2.28%","2017-12-7"
"凱基-和平","0","10","10","2.07%","2017-12-7"
"國票-天祥","10","0","10","2.07%","2017-12-7"
"群益金鼎-經國","0","10","10","2.07%","2017-12-7"
"凱基-台北","10","0","10","2.07%","2017-12-7"
"新光-台中","0","10","10","2.07%","2017-12-7"
"永豐金-桃園","10","0","10","2.07%","2017-12-7"
"永豐金-中正","0","10","10","2.07%","2017-12-7"
"國票-安和","10","0","10","2.07%","2017-12-7"
"元大-土城永寧","0","10","10","2.07%","2017-12-7"
"日盛","9","0","9","1.86%","2017-12-7"
"統一","0","10","10","2.07%","2017-12-7"
"群益金鼎-大安","10","1","9","1.86%","2017-12-7"
"宏遠-台中","0","8","8","1.66%","2017-12-7"
"第一金-光復","8","0","8","1.66%","2017-12-7"
"第一金","0","8","8","1.66%","2017-12-7"
"永豐金-光復","8","1","7","1.45%","2017-12-7"
"國泰-松江","0","8","8","1.66%","2017-12-7"
"富邦-經紀","48","7","41","8.49%","2017-12-8"
"群益金鼎-萬華","0","73","73","15.11%","2017-12-8"
"凱基-台北","29","0","29","6%","2017-12-8"
"凱基-大直","2","26","24","4.97%","2017-12-8"
"大鼎","27","0","27","5.59%","2017-12-8"
"凱基-復興","0","20","20","4.14%","2017-12-8"
"永豐金-信義","23","0","23","4.76%","2017-12-8"
"新光","0","20","20","4.14%","2017-12-8"
"美林","15","0","15","3.11%","2017-12-8"
"元大-經紀部","0","12","12","2.48%","2017-12-8"
"凱基-總公司","13","0","13","2.69%","2017-12-8"
"中國信託-高雄","0","11","11","2.28%","2017-12-8"
"群益金鼎-台北","16","5","11","2.28%","2017-12-8"
"華南永昌-大安","0","10","10","2.07%","2017-12-8"
"元大-新壢","10","0","10","2.07%","2017-12-8"
"富邦-陽明","0","10","10","2.07%","2017-12-8"
"群益金鼎-經國","10","0","10","2.07%","2017-12-8"
"國票-天祥","0","10","10","2.07%","2017-12-8"
"富邦-世貿","10","0","10","2.07%","2017-12-8"
"華南永昌-竹北","0","10","10","2.07%","2017-12-8"
"群益金鼎-南三重","10","0","10","2.07%","2017-12-8"
"元大","0","10","10","2.07%","2017-12-8"
"群益金鼎-大安","9","0","9","1.86%","2017-12-8"
"兆豐-高雄","0","10","10","2.07%","2017-12-8"
"元大-八德","10","1","9","1.86%","2017-12-8"
"永豐金-南京","0","8","8","1.66%","2017-12-8"
"元大-竹科","8","0","8","1.66%","2017-12-8"
"元大-南屯","0","8","8","1.66%","2017-12-8"
"瑞士信貸","8","1","7","1.45%","2017-12-8"
"國泰-板橋","0","8","8","1.66%","2017-12-8"
"群益金鼎","48","7","41","8.49%","2017-12-11"
"群益金鼎-大安","0","73","73","15.11%","2017-12-11"
"凱基-復興","29","0","29","6%","2017-12-11"
"富邦-經紀","2","26","24","4.97%","2017-12-11"
"永豐金-松山","27","0","27","5.59%","2017-12-11"
"玉山","0","20","20","4.14%","2017-12-11"
"日盛-板橋","23","0","23","4.76%","2017-12-11"
"瑞士信貸","0","20","20","4.14%","2017-12-11"
"富邦-高雄","15","0","15","3.11%","2017-12-11"
"大鼎","0","12","12","2.48%","2017-12-11"
"富邦-世貿","13","0","13","2.69%","2017-12-11"
"美林","0","11","11","2.28%","2017-12-11"
"富邦-民生","16","5","11","2.28%","2017-12-11"
"華南永昌-竹北","0","10","10","2.07%","2017-12-11"
"第一金-高雄","10","0","10","2.07%","2017-12-11"
"港商法國興業","0","10","10","2.07%","2017-12-11"
"凱基-站前","10","0","10","2.07%","2017-12-11"
"永豐金-信義","0","10","10","2.07%","2017-12-11"
"新光","10","0","10","2.07%","2017-12-11"
"凱基-台北","0","10","10","2.07%","2017-12-11"
"富邦-陽明","10","0","10","2.07%","2017-12-11"
"台灣摩根士丹利","0","10","10","2.07%","2017-12-11"
"聯邦-嘉義","9","0","9","1.86%","2017-12-11"
"港商德意志","0","10","10","2.07%","2017-12-11"
"台新","10","1","9","1.86%","2017-12-11"
"凱基-信義","0","8","8","1.66%","2017-12-11"
"日盛-復興","8","0","8","1.66%","2017-12-11"
"群益金鼎-南三重","0","8","8","1.66%","2017-12-11"
"元大-南屯","8","1","7","1.45%","2017-12-11"
"統一","0","8","8","1.66%","2017-12-11"
"元大","48","7","41","8.49%","2017-12-12"
"兆豐-北高雄","0","73","73","15.11%","2017-12-12"
"瑞士信貸","29","0","29","6%","2017-12-12"
"港商德意志","2","26","24","4.97%","2017-12-12"
"永豐金-南京","27","0","27","5.59%","2017-12-12"
"華南永昌-中正","0","20","20","4.14%","2017-12-12"
"元大-西門","23","0","23","4.76%","2017-12-12"
"元大-松山","0","20","20","4.14%","2017-12-12"
"永豐金-信義","15","0","15","3.11%","2017-12-12"
"國票-長城","0","12","12","2.48%","2017-12-12"
"永豐金-桃園","13","0","13","2.69%","2017-12-12"
"凱基-復興","0","11","11","2.28%","2017-12-12"
"第一金-經紀部","16","5","11","2.28%","2017-12-12"
"臺灣企銀-桃園","0","10","10","2.07%","2017-12-12"
"華南永昌-楠梓","10","0","10","2.07%","2017-12-12"
"永豐金-光復","0","10","10","2.07%","2017-12-12"
"凱基-城中","10","0","10","2.07%","2017-12-12"
"元富-嘉義","0","10","10","2.07%","2017-12-12"
"日盛-忠孝","10","0","10","2.07%","2017-12-12"
"永豐金-中壢","0","10","10","2.07%","2017-12-12"
"富邦-大同","10","0","10","2.07%","2017-12-12"
"香港上海匯豐","0","10","10","2.07%","2017-12-12"
"國泰-板橋","9","0","9","1.86%","2017-12-12"
"統一","0","10","10","2.07%","2017-12-12"
"日盛-豐原","10","1","9","1.86%","2017-12-12"
"元大-大雅","0","8","8","1.66%","2017-12-12"
"國票-安和","8","0","8","1.66%","2017-12-12"
"富邦-世貿","0","8","8","1.66%","2017-12-12"
"富邦-花蓮","8","1","7","1.45%","2017-12-12"
"第一金-高雄","0","8","8","1.66%","2017-12-12"
"元大","48","7","41","8.49%","2017-12-13"
"群益金鼎-台北","0","73","73","15.11%","2017-12-13"
"台灣摩根士丹利","29","0","29","6%","2017-12-13"
"富邦-彰化","2","26","24","4.97%","2017-12-13"
"元大-經紀部","27","0","27","5.59%","2017-12-13"
"富邦-世貿","0","20","20","4.14%","2017-12-13"
"瑞士信貸","23","0","23","4.76%","2017-12-13"
"中國信託","0","20","20","4.14%","2017-12-13"
"華南永昌-竹北","15","0","15","3.11%","2017-12-13"
"統一","0","12","12","2.48%","2017-12-13"
"美林","13","0","13","2.69%","2017-12-13"
"永豐金-松山","0","11","11","2.28%","2017-12-13"
"群益金鼎-大安","16","5","11","2.28%","2017-12-13"
